でも,助詞,デモ,"758,487 "
によって,助詞,ニヨッテ,"752,883 "
本,名詞,ホン,"749,916 "
ところ,名詞,トコロ,"744,322 "
使う,動詞-自立,ツカウ,"727,005 "
他,名詞,ホカ,"725,782 "
出る,動詞-自立,デル,"715,658 "
より,助詞,ヨリ,"707,582 "
そして,接続詞,ソシテ,"706,683 "
前,名詞,マエ,"699,223 "
いただく,動詞-非自立,イタダク,"689,749 "
みる,動詞-非自立,ミル,"688,669 "
しかし,接続詞,シカシ,"680,400 "
子供,名詞,コドモ,"676,310 "
どう,副詞,ドウ,"675,953 "
会,名詞,カイ,"662,561 "
力,名詞,チカラ,"652,926 "
ながら,助詞,ナガラ,"640,321 "
『,記号,『,"638,613 "
可能,名詞,カノウ,"638,483 "
』,記号,』,"625,586 "
作る,動詞-自立,ツクル,"624,643 "
やる,動詞-自立,ヤル,"613,165 "
家,名詞,ウチ,"611,390 "
社会,名詞,シャカイ,"593,449 "
により,助詞,ニヨリ,"591,662 "
受ける,動詞-自立,ウケル,"590,005 "
目,名詞,メ,"573,941 "
体,名詞,カラダ,"572,319 "
くれる,動詞-非自立,クレル,"570,963 "
ここ,名詞,ココ,"567,821 "
関係,名詞,カンケイ,"565,801 "
…,記号,…,"565,247 "
知る,動詞-自立,シル,"563,097 "
し,助詞,シ,"562,481 "
高い,形容詞,タカイ,"554,669 "
わけ,名詞,ワケ,"552,876 "
による,助詞,ニヨル,"537,881 "
入る,動詞-自立,ハイル,"534,954 "
以上,名詞,イジョウ,"533,777 "
行く,動詞-自立,イク,"533,564 "
聞く,動詞-自立,キク,"526,547 "
気,名詞,キ,"525,452 "
かも,助詞,カモ,"524,150 "
時,名詞,ジ,"513,585 "
同じ,連体詞,オナジ,"512,045 "
円,名詞,エン,"510,675 "
てる,動詞-非自立,テル,"509,537 "
べし,助動詞,ベキ,"498,369 "
会社,名詞,ガイシャ,"495,127 "
彼,名詞,カレ,"490,429 "
生活,名詞,セイカツ,"488,439 "
において,助詞,ニオイテ,"487,881 "
間,名詞,カン,"487,234 "
なる,動詞-非自立,ナル,"486,883 "
そう,名詞,ソウ,"484,937 "
全て,名詞,スベテ,"484,835 "
国,名詞,クニ,"484,607 "
世界,名詞,セカイ,"484,414 "
な,助詞,ナ,"482,961 "
方法,名詞,ホウホウ,"482,933 "
研究,名詞,ケンキュウ,"482,677 "
感じる,動詞-自立,カンジル,"482,067 "
一つ,名詞,ヒトツ,"481,404 "
法,名詞,ホウ,"477,451 "
事業,名詞,ジギョウ,"477,349 "
地域,名詞,チイキ,"475,638 "
利用,名詞,リヨウ,"475,292 "
仕事,名詞,シゴト,"474,493 "
話,名詞,ハナシ,"474,074 "
書く,動詞-自立,カク,"470,634 "
そう,副詞,ソウ,"467,334 "
内,名詞,ナカ,"464,653 "
企業,名詞,キギョウ,"463,441 "
心,名詞,ココロ,"462,143 "
とか,助詞,トカ,"462,143 "
って,助詞,ッテ,"460,621 "
環境,名詞,カンキョウ,"458,789 "
さらに,副詞,サラニ,"455,440 "
来る,動詞-自立,クル,"454,173 "
現在,名詞,ゲンザイ,"452,559 "
：,記号,：,"452,496 "
化,名詞,カ,"449,727 "
中,名詞,チュウ,"447,352 "
ほど,助詞,ホド,"446,382 "
分,名詞,フン,"445,667 "
点,名詞,テン,"444,022 "
のち,名詞,ノチ,"441,299 "
〜,記号,〜,"439,104 "
活動,名詞,カツドウ,"438,327 "
人間,名詞,ニンゲン,"437,012 "
内容,名詞,ナイヨウ,"436,327 "
大きい,形容詞,オオキイ,"436,255 "
保険,名詞,ホケン,"434,003 "
ら,名詞,ラ,"431,582 "
次,名詞,ツギ,"426,150 "
結果,名詞,ケッカ,"423,996 "
あなた,名詞,アナタ,"420,112 "
部,名詞,ブ,"418,710 "
状態,名詞,ジョウタイ,"413,458 "
言葉,名詞,コトバ,"409,523 "
しれる,動詞-自立,シレル,"396,562 "
どの,連体詞,ドノ,"393,712 "
度,名詞,ド,"391,120 "
”,記号,”,"386,615 "
回,名詞,カイ,"386,583 "
先,名詞,サキ,"385,606 "
教育,名詞,キョウイク,"383,494 "
書,名詞,ショ,"379,471 "
けど,助詞,ケド,"378,495 "
やすい,形容詞,ヤスイ,"376,271 "
状況,名詞,ジョウキョウ,"375,075 "
意味,名詞,イミ,"373,841 "
特に,副詞,トクニ,"368,973 "
全,接頭詞,ゼン,"368,345 "
ござる,助動詞,ゴザイ,"368,107 "
．,記号,．,"366,511 "
手,名詞,テ,"364,429 "
重要,名詞,ジュウヨウ,"363,744 "
おく,動詞-非自立,オク,"363,679 "
技術,名詞,ギジュツ,"361,640 "
管理,名詞,カンリ,"361,265 "
時代,名詞,ジダイ,"360,825 "
部分,名詞,ブブン,"359,321 "
所,名詞,トコロ,"359,034 "
個人,名詞,コジン,"358,944 "
もう,副詞,モウ,"358,685 "
大きな,連体詞,オオキナ,"355,015 "
少し,副詞,スコシ,"354,195 "
違う,動詞-自立,チガウ,"353,132 "
先生,名詞,センセイ,"350,876 "
大,接頭詞,ダイ,"350,582 "
金,名詞,キン,"347,519 "
物,名詞,モノ,"346,818 "
とても,副詞,トテモ,"345,796 "
及び,接続詞,オヨビ,"344,448 "
サービス,名詞,サービス,"343,378 "
市,名詞,シ,"341,984 "
女性,名詞,ジョセイ,"341,491 "
強い,形容詞,ツヨイ,"338,403 "
効果,名詞,コウカ,"337,186 "
に対して,助詞,ニタイシテ,"336,475 "
得る,動詞-自立,エル,"335,610 "
今回,名詞,コンカイ,"334,848 "
そんな,連体詞,ソンナ,"334,715 "
見える,動詞-自立,ミエル,"334,272 "
しか,助詞,シカ,"331,674 "
学校,名詞,ガッコウ,"330,686 "
*,,*,"329,229 "
基本,名詞,キホン,"328,153 "
水,名詞,ミズ,"328,103 "
方,名詞,カタ,"326,140 "
そこ,名詞,ソコ,"325,298 "
実際,副詞,ジッサイ,"324,786 "
出す,動詞-自立,ダス,"324,518 "
様々,名詞,サマザマ,"324,482 "
入れる,動詞-自立,イレル,"321,535 "
もらう,動詞-非自立,モラウ,"318,336 "
一般,名詞,イッパン,"317,744 "
委員,名詞,イイン,"316,640 "
以下,名詞,イカ,"316,039 "
致す,動詞-非自立,イタス,"314,265 "
僕,名詞,ボク,"312,474 "
％,名詞,パーセント,"310,835 "
つく,動詞-自立,ツク,"310,238 "
言える,動詞-自立,ユエル,"309,264 "
*,記号,＊,"306,861 "
くらい,助詞,クライ,"304,348 "
経済,名詞,ケイザイ,"303,893 "
目的,名詞,モクテキ,"303,285 "
変わる,動詞-自立,カワル,"302,051 "
自然,名詞,シゼン,"301,544 "
じゃ,助詞,ジャ,"300,374 "
制度,名詞,セイド,"299,310 "
障害,名詞,ショウガイ,"298,881 "
治療,名詞,チリョウ,"298,383 "
名,名詞,ナ,"298,326 "
場,名詞,ジョウ,"297,877 "
にとって,助詞,ニトッテ,"296,917 "
でも,接続詞,デモ,"296,615 "
場所,名詞,バショ,"296,378 "
車,名詞,クルマ,"296,027 "
労働,名詞,ロウドウ,"295,541 "
やはり,副詞,ヤハリ,"294,376 "
調査,名詞,チョウサ,"292,055 "
店,名詞,ミセ,"289,525 "
商品,名詞,ショウヒン,"289,443 "
各,接頭詞,カク,"289,290 "
に関する,助詞,ニカンスル,"289,162 "
形,名詞,カタチ,"285,599 "
そういう,連体詞,ソウイウ,"285,432 "
読む,動詞-自立,ヨム,"284,985 "
歳,名詞,サイ,"284,846 "
県,名詞,ケン,"284,592 "
呼ぶ,動詞-自立,ヨブ,"284,273 "
医療,名詞,イリョウ,"284,136 "
よく,副詞,ヨーク,"284,021 "
システム,名詞,システム,"283,627 "
番,名詞,バン,"282,634 "
まず,副詞,マズ,"282,062 "
ただ,接続詞,タダ,"281,713 "
側,名詞,ガワ,"280,170 "
対象,名詞,タイショウ,"279,217 "
少ない,形容詞,スクナカラ,"278,384 "
数,名詞,カズ,"277,519 "
大切,名詞,タイセツ,"277,449 "
本当に,副詞,ホントウニ,"277,406 "
相手,名詞,アイテ,"276,111 "
量,名詞,リョウ,"275,927 "
機能,名詞,キノウ,"275,887 "
いただく,動詞-自立,イタダク,"275,561 "
に対する,助詞,ニタイスル,"274,919 "
契約,名詞,ケイヤク,"274,554 "
下,名詞,カ,"273,325 "
食べる,動詞-自立,タベル,"272,103 "
写真,名詞,シャシン,"271,427 "
家族,名詞,カゾク,"269,743 "
型,名詞,ガタ,"269,558 "
かかる,動詞-自立,カカル,"269,161 "
利用する,動詞-自立,リヨウスル,"268,013 "
求める,動詞-自立,モトメル,"267,710 "
条,名詞,ジョウ,"267,522 "
つける,動詞-自立,ツケル,"266,057 "
どこ,名詞,ドコ,"266,040 "
使用する,動詞-自立,シヨウスル,"264,580 "
大学,名詞,ダイガク,"263,821 "
不,接頭詞,フ,"263,183 "
施設,名詞,シセツ,"263,037 "
以外,名詞,イガイ,"262,791 "
気持ち,名詞,キモチ,"262,758 "
計画,名詞,ケイカク,"262,710 "
地,名詞,チ,"260,711 "
※,記号,※,"260,433 "
悪い,形容詞,ワルク,"259,495 "
まったく,副詞,マッタク,"259,232 "
化する,動詞-自立,カスル,"258,975 "
与える,動詞-自立,アタエル,"258,519 "
における,助詞,ニオケル,"258,060 "
機関,名詞,キカン,"257,884 "
感,名詞,カン,"257,079 "
理由,名詞,リユウ,"256,792 "
新しい,形容詞,アタラシイ,"256,164 "
自身,名詞,ジシン,"256,129 "
患者,名詞,カンジャ,"255,635 "
道,名詞,ミチ,"254,193 "
“,記号,“,"253,839 "
約,接頭詞,ヤク,"251,388 "
だれ,名詞,ダレ,"251,387 "
欲しい,形容詞,ホシイ,"248,975 "
含む,動詞-自立,フクム,"248,326 "
いける,動詞-非自立,イケル,"248,136 "
それぞれ,名詞,ソレゾレ,"247,526 "
お客様,名詞,オキャクサマ,"247,370 "
いただける,動詞-自立,イタダケル,"246,886 "
のに,助詞,ノニ,"246,886 "
子,名詞,コ,"246,186 "
うち,名詞,ウチ,"244,919 "
電話,名詞,デンワ,"244,668 "
意見,名詞,イケン,"244,367 "
最初,名詞,サイショ,"244,180 "
専門,名詞,センモン,"242,566 "
今後,名詞,コンゴ,"241,462 "
程度,名詞,テイド,"240,749 "
かなり,副詞,カナリ,"240,389 "
すぐ,副詞,スグ,"239,617 "
非常,名詞,ヒジョウ,"237,901 "
影響,名詞,エイキョウ,"237,860 "
期間,名詞,キカン,"237,829 "
必ず,副詞,カナラズ,"237,369 "
用,名詞,ヨウ,"236,814 "
示す,動詞-自立,シメス,"235,150 "
氏,名詞,シ,"235,035 "
皆,名詞,ミンナ,"234,988 "
サイト,名詞,サイト,"234,575 "
開発,名詞,カイハツ,"232,922 "
病院,名詞,ビョウイン,"232,667 "
経験,名詞,ケイケン,"232,638 "
教える,動詞-自立,オシエル,"232,117 "
神,名詞,カミ,"231,484 "
まだ,副詞,マダ,"231,340 "
長い,形容詞,ナガク,"229,447 "
頃,名詞,コロ,"228,921 "
支援,名詞,シエン,"228,823 "
責任,名詞,セキニン,"228,577 "
難しい,形容詞,ムズカシク,"227,596 "
安全,名詞,アンゼン,"227,097 "
ちょっと,副詞,チョット,"226,756 "
認める,動詞-自立,ミトメル,"226,610 "
一緒,名詞,イッショ,"226,265 "
今日,名詞,キョウ,"224,987 "
相談,名詞,ソウダン,"224,898 "
つまり,接続詞,ツマリ,"224,399 "
使用,名詞,シヨウ,"223,784 "
かける,動詞-自立,カケル,"223,713 "
はず,名詞,ハズ,"223,674 "
取る,動詞-自立,トル,"222,346 "
評価,名詞,ヒョウカ,"222,322 "
生きる,動詞-自立,イキル,"222,178 "
別,名詞,ベツ,"222,028 "
原因,名詞,ゲンイン,"221,191 "
系,名詞,ケイ,"220,604 "
あまり,副詞,アマリ,"220,459 "
進む,動詞-自立,ススム,"219,705 "
員,名詞,イン,"219,376 "
感じ,名詞,カンジ,"218,800 "
データ,名詞,データ,"217,835 "
ほとんど,副詞,ホトンド,"216,676 "
声,名詞,コエ,"216,627 "
作品,名詞,サクヒン,"216,538 "
例えば,接続詞,タトエバ,"216,516 "
達,名詞,タチ,"216,241 "
思い,名詞,オモイ,"215,788 "
のみ,助詞,ノミ,"215,736 "
説明,名詞,セツメイ,"214,495 "
外,名詞,ガイ,"213,948 "
額,名詞,ガク,"213,702 "
最後,名詞,サイゴ,"212,944 "
通り,名詞,トオリ,"212,144 "
といった,助詞,トイッタ,"211,087 "
頭,名詞,アタマ,"210,930 "
経営,名詞,ケイエイ,"210,544 "
能力,名詞,ノウリョク,"210,241 "
紹介する,動詞-自立,ショウカイスル,"210,224 "
面,名詞,メン,"208,867 "
または,接続詞,マタハ,"208,461 "
あるいは,接続詞,アルイハ,"208,098 "
最近,名詞,サイキン,"208,051 "
率,名詞,リツ,"207,302 "
指導,名詞,シドウ,"207,189 "
合わせる,動詞-自立,アワセル,"207,160 "
異なる,動詞-自立,コトナル,"206,308 "
まま,名詞,ママ,"205,471 "
彼女,名詞,カノジョ,"205,364 "
最も,副詞,モットモ,"204,818 "
選ぶ,動詞-自立,エラブ,"204,410 "
年間,名詞,ネンカン,"204,386 "
様,名詞,ヨウ,"204,298 "
権,名詞,ケン,"203,107 "
これから,副詞,コレカラ,"203,050 "
国民,名詞,コクミン,"202,000 "
人々,名詞,ヒトビト,"201,764 "
初めて,副詞,ハジメテ,"201,610 "
簡単,名詞,カンタン,"201,477 "
条件,名詞,ジョウケン,"201,244 "
いろいろ,副詞,イロイロ,"201,087 "
文化,名詞,ブンカ,"200,166 "
好き,名詞,スキ,"199,815 "
学,名詞,ガク,"199,814 "
/,記号,／,"199,654 "
音,名詞,オト,"199,244 "
組織,名詞,ソシキ,"198,880 "
対応,名詞,タイオウ,"198,853 "
自由,名詞,ジユウ,"198,202 "
行動,名詞,コウドウ,"198,097 "
運動,名詞,ウンドウ,"198,054 "
とる,動詞-自立,トル,"198,017 "
楽しい,形容詞,タノシイ,"197,716 "
対策,名詞,タイサク,"196,794 "
業務,名詞,ギョウム,"196,720 "
飲む,動詞-自立,ノム,"196,355 "
増える,動詞-自立,フエル,"195,519 "
つ,助動詞,ツ,"195,376 "
国際,名詞,コクサイ,"194,725 "
色,名詞,ショク,"194,481 "
関わる,動詞-自立,カカワル,"194,297 "
政府,名詞,セイフ,"193,515 "
続く,動詞-自立,ツヅク,"193,401 "
もっと,副詞,モット,"192,998 "
命,名詞,イノチ,"192,715 "
際,名詞,ギワ,"192,463 "
費,名詞,ヒ,"192,312 "
置く,動詞-自立,オク,"191,813 "
買う,動詞-自立,カウ,"191,766 "
ページ,名詞,ページ,"191,461 "
もちろん,副詞,モチロン,"191,417 "
町,名詞,マチ,"191,093 "
より,副詞,ヨリ,"190,483 "
質問,名詞,シツモン,"190,408 "
ばかり,助詞,バカリ,"190,377 "
精神,名詞,セイシン,"190,305 "
とともに,助詞,トトモニ,"190,222 "
作業,名詞,サギョウ,"189,258 "
続ける,動詞-非自立,ツヅケル,"189,239 "
基準,名詞,キジュン,"189,145 "
働く,動詞-自立,ハタラク,"189,082 "
こんな,連体詞,コンナ,"188,759 "
健康,名詞,ケンコウ,"188,481 "
メール,名詞,メール,"188,444 "
どんな,連体詞,ドンナ,"188,340 "
確認,名詞,カクニン,"188,121 "
当時,名詞,トウジ,"187,632 "
確認する,動詞-自立,カクニンスル,"186,683 "
早い,形容詞,ハヤク,"186,554 "
年度,名詞,ネンド,"186,376 "
すでに,副詞,スデニ,"186,296 "
長,名詞,チョウ,"184,931 "
ふつう,副詞,フツウ,"184,543 "
又は,接続詞,マタハ,"182,633 "
料,名詞,リョウ,"181,805 "
映画,名詞,エイガ,"181,460 "
具体,名詞,グタイ,"180,910 "
身,名詞,ミ,"180,776 "
線,名詞,セン,"180,272 "
価値,名詞,カチ,"180,253 "
意識,名詞,イシキ,"179,560 "
決める,動詞-自立,キメル,"178,879 "
らしい,助動詞,ラシイ,"178,655 "
自己,名詞,ジコ,"178,624 "
そこで,接続詞,ソコデ,"178,572 "
なんて,助詞,ナンテ,"178,515 "
同,接頭詞,ドウ,"178,151 "
歴史,名詞,レキシ,"177,939 "
例,名詞,レイ,"177,523 "
主義,名詞,シュギ,"177,166 "
伝える,動詞-自立,ツタエル,"177,123 "
こちら,名詞,コチラ,"177,038 "
知識,名詞,チシキ,"177,032 "
いつ,名詞,イツ,"177,014 "
当,接頭詞,トウ,"176,521 "
顔,名詞,カオ,"176,109 "
時期,名詞,ジキ,"175,991 "
行為,名詞,コウイ,"175,945 "
過ぎる,動詞-非自立,スギル,"175,317 "
なお,接続詞,ナオ,"174,277 "
理解,名詞,リカイ,"174,195 "
進める,動詞-自立,ススメル,"173,672 "
ただし,接続詞,タダシ,"173,127 "
中心,名詞,チュウシン,"173,108 "
学ぶ,動詞-自立,マナブ,"173,083 "
大変,名詞,タイヘン,"173,078 "
のように,助詞,ノヨウニ,"172,694 "
取り引き,名詞,トリヒキ,"172,337 "
号,名詞,ゴウ,"172,151 "
存在する,動詞-自立,ソンザイスル,"171,830 "
姿,名詞,スガタ,"171,330 "
けれども,助詞,ケレドモ,"171,002 "
用いる,動詞-自立,モチイル,"170,660 "
こそ,助詞,コソ,"170,566 "
学生,名詞,ガクセイ,"170,107 "
年金,名詞,ネンキン,"169,235 "
生まれる,動詞-自立,ウマレル,"169,007 "
起こる,動詞-自立,オコル,"168,868 "
期,名詞,キ,"167,607 "
我々,名詞,ワレワレ,"166,736 "
生産,名詞,セイサン,"166,530 "
値,名詞,アタイ,"166,377 "
始める,動詞-非自立,ハジメル,"166,359 "
存在,名詞,ソンザイ,"166,156 "
なぜ,副詞,ナゼ,"165,615 "
始める,動詞-自立,ハジメル,"165,502 "
始まる,動詞-自立,ハジマル,"165,410 "
残る,動詞-自立,ノコル,"165,059 "
定める,動詞-自立,サダメル,"164,960 "
【,記号,【,"164,724 "
検査,名詞,ケンサ,"163,282 "
政治,名詞,セイジ,"162,965 "
地方,名詞,チホウ,"162,919 "
試験,名詞,シケン,"162,641 "
変化,名詞,ヘンカ,"162,628 "
うまい,形容詞,ウマク,"162,452 "
参加,名詞,サンカ,"162,394 "
社,名詞,シャ,"162,362 "
家庭,名詞,カテイ,"161,722 "
発生する,動詞-自立,ハッセイスル,"161,394 "
変える,動詞-自立,カエル,"161,327 "
違い,名詞,チガイ,"161,049 "
口,名詞,グチ,"160,981 "
男性,名詞,ダンセイ,"160,922 "
図,名詞,ズ,"160,550 "
事実,名詞,ジジツ,"160,194 "
ある,連体詞,アル,"160,155 "
こう,副詞,コウ,"160,125 "
実施する,動詞-自立,ジッシスル,"159,742 "
直接,名詞,チョクセツ,"159,357 "
事故,名詞,ジコ,"159,027 "
方向,名詞,ホウコウ,"158,935 "
足,名詞,アシ,"158,595 "
当然,副詞,トウゼン,"158,313 "
しっかり,副詞,シッカリ,"158,129 "
提供する,動詞-自立,テイキョウスル,"157,760 "
目指す,動詞-自立,メザス,"157,443 "
!,記号,！,"157,071 "
歩く,動詞-自立,アルク,"156,938 "
】,記号,】,"156,877 "
ある,動詞-非自立,アル,"156,764 "
保護,名詞,ホゴ,"156,275 "
ポイント,名詞,ポイント,"156,189 "
だから,接続詞,ダカラ,"156,137 "
新,接頭詞,シン,"156,086 "
構造,名詞,コウゾウ,"156,070 "
人生,名詞,ジンセイ,"155,473 "
終わる,動詞-自立,オワル,"155,373 "
理解する,動詞-自立,リカイスル,"155,119 "
なかなか,副詞,ナカナカ,"154,817 "
レベル,名詞,レベル,"154,766 "
英語,名詞,エイゴ,"154,665 "
価格,名詞,カカク,"154,364 "
描く,動詞-自立,エガク,"154,023 "
いつも,副詞,イツモ,"153,947 "
みたい,名詞,ミタイ,"153,776 "
目標,名詞,モクヒョウ,"153,717 "
行政,名詞,ギョウセイ,"153,663 "
ありがとう,感動詞,アリガトウ,"153,483 "
～,記号,～,"152,926 "
いく,動詞-自立,イク,"152,083 "
光,名詞,コウ,"151,989 "
花,名詞,ハナ,"151,884 "
センター,名詞,センター,"151,747 "
薬,名詞,ヤク,"151,731 "
○,記号,○,"151,452 "
説明する,動詞-自立,セツメイスル,"151,401 "
代,名詞,ダイ,"151,352 "
開く,動詞-自立,ヒラク,"150,726 "
皆さん,名詞,ミナサン,"150,547 "
もし,副詞,モシ,"150,527 "
お金,名詞,オカネ,"150,455 "
これらの,連体詞,コレラノ,"150,191 "
資料,名詞,シリョウ,"150,141 "
沢山,名詞,タクサン,"150,062 "
頑張る,動詞-自立,ガンバル,"150,051 "
病気,名詞,ビョウキ,"149,943 "
に関して,助詞,ニカンシテ,"149,903 "
当社,名詞,トウシャ,"149,818 "
住宅,名詞,ジュウタク,"149,662 "
深い,形容詞,フカ,"149,429 "
分野,名詞,ブンヤ,"149,426 "
守る,動詞-自立,マモル,"149,402 "
室,名詞,シツ,"149,310 "
名前,名詞,ナマエ,"149,207 "
以前,名詞,イゼン,"149,036 "
症状,名詞,ショウジョウ,"148,988 "
現実,名詞,ゲンジツ,"148,804 "
男,名詞,ナン,"148,677 "
課題,名詞,カダイ,"148,516 "
機,名詞,キ,"148,347 "
すごい,形容詞,スゴ,"148,157 "
種類,名詞,シュルイ,"147,745 "
消費,名詞,ショウヒ,"147,554 "
団体,名詞,ダンタイ,"146,996 "
戻る,動詞-自立,モドル,"146,981 "
金融,名詞,キンユウ,"146,958 "
科学,名詞,カガク,"146,676 "
御,接頭詞,ゴ,"146,515 "
近い,形容詞,チカカッ,"146,079 "
製品,名詞,セイヒン,"145,801 "
限り,名詞,カギリ,"145,224 "
親,名詞,オヤ,"144,759 "
実は,接続詞,ジツハ,"144,673 "
含める,動詞-自立,フクメル,"144,324 "
山,名詞,ヤマ,"144,279 "
式,名詞,シキ,"144,061 "
参加する,動詞-自立,サンカスル,"143,805 "
同様,名詞,ドウヨウ,"143,724 "
政策,名詞,セイサク,"143,711 "
部屋,名詞,ヘヤ,"143,674 "
事件,名詞,ジケン,"143,621 "
エネルギー,名詞,エネルギー,"143,176 "
市場,名詞,イチバ,"143,167 "
段階,名詞,ダンカイ,"142,685 "
特別,名詞,トクベツ,"142,459 "
種,名詞,シュ,"142,311 "
続ける,動詞-自立,ツヅケル,"142,123 "
規定,名詞,キテイ,"142,032 "
全国,名詞,ゼンコク,"141,839 "
負担,名詞,フタン,"141,835 "
にて,助詞,ニテ,"141,575 "
同時に,副詞,ドウジニ,"141,432 "
土地,名詞,トチ,"141,316 "
通常,名詞,ツウジョウ,"141,209 "
低い,形容詞,ヒクイ,"141,126 "
明らか,名詞,アキラカ,"141,063 "
被害,名詞,ヒガイ,"140,965 "
報告,名詞,ホウコク,"140,578 "
再,接頭詞,サイ,"140,477 "
小さい,形容詞,チイサク,"140,345 "
無,接頭詞,ム,"140,120 "
考え,名詞,カンガエ,"139,915 "
都市,名詞,トシ,"139,752 "
広い,形容詞,ヒロ,"139,746 "
費用,名詞,ヒヨウ,"139,618 "
設定,名詞,セッテイ,"139,448 "
正しい,形容詞,タダシイ,"139,343 "
手続き,名詞,テツヅキ,"139,182 "
海外,名詞,カイガイ,"138,961 "
投資,名詞,トウシ,"138,863 "
ヶ月,名詞,カゲツ,"137,994 "
将来,名詞,ショウライ,"137,750 "
